poř.,titul,titul orig.,distributor,formát,premiéra,produkce,předst.,diváci,tržby,předst._celkem,diváci_celkem,tržby_celkem,rok,předst,předst_celkem,číslo,úprava,kopií,čisté tržby,pořadí,český název,orig. název,země,diváků,čistá tržba,titul cz,titul orig,prod
21,Pánská jízda,,Bontonfilm,,2004-06-24 00:00:00,,,134419,12708798,,,,2004,4377,,,,,,,,,,,,,Pánská jízda,CZ
22,Van Helsing,,Bontonfilm,,2004-05-06 00:00:00,,,124262,12570762,,,,2004,3811,,,,,,,,,,,,,Van Helsing,US
23,Král Artuš,,Falcon,,2004-08-19 00:00:00,,,123386,12121401,,,,2004,3660,,,,,,,,,,,,,King Arthur,US
24,Lepší pozdě nežli později,,Warner Bros,,2004-03-11 00:00:00,,,120694,13145098,,,,2004,3656,,,,,,,,,,,,,Something's Gotta Give,US
25,Duše jako kaviár,,Bioscop,,2004-10-14 00:00:00,,,114195,12063045,,,,2004,3026,,,,,,,,,,,,,Duše jako kaviár,CZ
26,Scary Movie 3,,SPI,,2004-03-25 00:00:00,,,112091,10312703,,,,2004,3518,,,,,,,,,,,,,Scary Movie 3,US
27,Úžasňákovi,,Falcon,,2004-11-25 00:00:00,,,108439,10439944,,,,2004,2957,,,,,,,,,,,,,"Incredibles, the",US
28,Hříšný tanec 2,,SPI,,2004-07-29 00:00:00,,,100172,8382021,,,,2004,2716,,,,,,,,,,,,,Dirty Dancing: Havana Nights,US
29,"Já, robot",,Bontonfilm,,2004-09-02 00:00:00,,,92368,9893298,,,,2004,3576,,,,,,,,,,,,,"I, Robot",US
30,Texaský masakr motorovou pilou,,Bioscop,,2004-01-29 00:00:00,,,89652,7925968,,,,2004,2226,,,,,,,,,,,,,"Texas Chainsaw Massacre, The",US
31,Vetřelec vs. Predátor,,Bontonfilm,,2004-11-04 00:00:00,,,81318,8638754,,,,2004,2933,,,,,,,,,,,,,Alien vs. Predator,US
32,Kdysi dávno v Mexiku,,Falcon,,2004-01-01 00:00:00,,,79320,7895191,,,,2004,2848,,,,,,,,,,,,,Once Upon a Time in Mexico,MEX
33,Mazaný Filip,,Warner Bros,,2003-12-04 00:00:00,,,74029,6013109,,,,2004,2676,,,,,,,,,,,,,Mazaný Filip,CZ
34,Post coitum,,Bontonfilm,,2004-05-20 00:00:00,,,72465,7242002,,,,2004,3569,,,,,,,,,,,,,Post coitum,CZ
35,Spy Kids 3-D: Game Over,,SPI,,2003-12-11 00:00:00,,,72223,5257638,,,,2004,2216,,,,,,,,,,,,,Spy Kids 3-D: Game Over,US
36,Peter Pan,,Falcon,,2004-04-15 00:00:00,,,72042,5039472,,,,2004,2581,,,,,,,,,,,,,Peter Pan,US
37,Bolero,,Bontonfilm,,2004-03-11 00:00:00,,,71071,6739014,,,,2004,2596,,,,,,,,,,,,,Bolero,CZ
38,Můj soused zabiják 2,,Bioscop,,2004-08-26 00:00:00,,,69385,6745868,,,,2004,2482,,,,,,,,,,,,,"Whole Ten Yards, the",US
39,Terminál,,Bontonfilm,,2004-09-09 00:00:00,,,69235,7350634,,,,2004,2440,,,,,,,,,,,,,"Terminal, the",US
40,Gothika,,Falcon,,2004-03-11 00:00:00,,,67988,6428089,,,,2004,2275,,,,,,,,,,,,,Gothika,US
41,Návrat do Cold Mountain,,Falcon,,2004-03-25 00:00:00,,,66636,6769990,,,,2004,2653,,,,,,,,,,,,,Cold Mountain,US
42,Holky to chtěj taky 2,,Bioscop,,2004-09-30 00:00:00,,,64773,5755025,,,,2004,2161,,,,,,,,,,,,,"Mädchen, Mädchen 2",GER
43,"Good Bye, Lenin!",,Hollywood,,2003-11-17 00:00:00,,,59257,3493334,,,,2004,1420,,,,,,,,,,,,,"Good Bye, Lenin!",GER
44,Non plus ultras,,Falcon,,2004-08-05 00:00:00,,,58980,5567076,,,,2004,2929,,,,,,,,,,,,,Non plus ultras,CZ
45,Věčný svit neposkvrněné mysli,,Hollywood,,2004-08-12 00:00:00,,,57720,5573953,,,,2004,2040,,,,,,,,,,,,,Eternal Sunshine of the Spotless Mind,US
46,21 gramů,,Hollywood,,2004-02-05 00:00:00,,,57544,5678481,,,,2004,1526,,,,,,,,,,,,,21 Grams,US
47,Collateral,,Bontonfilm,,2004-10-21 00:00:00,,,56800,6523394,,,,2004,2235,,,,,,,,,,,,,Collateral,US
48,Nesnesitelná krutost,,Bontonfilm,,2004-01-01 00:00:00,,,55548,6151412,,,,2004,2526,,,,,,,,,,,,,Intolerable Cruelty,US
49,Ztraceno v překladu,,Hollywood,,2004-03-25 00:00:00,,,52094,5426463,,,,2004,2226,,,,,,,,,,,,,Lost in Translation,US
50,U nás na farmě,,Falcon,,2004-09-02 00:00:00,,,50064,3223666,,,,2004,1847,,,,,,,,,,,,,Home on the Range,US
1,Pupendo,,Falcon,,2003-03-27 00:00:00,,,958327,86604395,,,,2003,11868,,,,,,,,,,,,,Pupendo,CZ
2,Pán prstenů: Dvě věže,,Warner Bros,,2003-01-16 00:00:00,,,718061,69595450,,,,2003,8382,,,,,,,,,,,,,Lord of the Rings: The Two Towers,US
3,Matrix Reloaded,,Warner Bros,,2003-05-22 00:00:00,,,497715,47975112,,,,2003,8476,,,,,,,,,,,,,Matrix Reloaded,US
4,Harry Potter a Tajemná komnata,,Warner Bros,,2002-12-12 00:00:00,,,475086,35604866,,,,2003,6625,,,,,,,,,,,,,Harry Potter and Chamber of Secrets,US
5,Jedna ruka netleská,,Cinemart,,2003-09-18 00:00:00,,,457505,43083599,,,,2003,5982,,,,,,,,,,,,,Jedna ruka netleská,CZ
6,Kameňák,,Bontonfilm,,2003-01-23 00:00:00,,,417669,33939376,,,,2003,6056,,,,,,,,,,,,,Kameňák,CZ
7,Želary,,Falcon,,2003-09-04 00:00:00,,,386810,34009017,,,,2003,5886,,,,,,,,,,,,,Želary,CZ
8,Hledá se Nemo,,Falcon,,2003-11-13 00:00:00,,,324917,29716123,,,,2003,4183,,,,,,,,,,,,,Finding Nemo,US
9,Terminátor 3: Vzpoura strojů,,Falcon,,2003-08-07 00:00:00,,,320264,30542536,,,,2003,5806,,,,,,,,,,,,,Terminator 3: Rise of the Machines,US
10,Piráti z Karibiku - Prokletí Černé Perly,,Falcon,,2003-08-28 00:00:00,,,313254,30591957,,,,2003,6511,,,,,,,,,,,,,"Pirates of the Caribbean, The",US
11,Kill Bill,,Bioscop,,2003-10-10 00:00:00,,,264817,26751392,,,,2003,5371,,,,,,,,,,,,,Kill Bill,US
12,Čert ví proč,,SPI,,2003-02-27 00:00:00,,,258260,17473665,,,,2003,7040,,,,,,,,,,,,,Čert ví proč,CZ
13,Matrix Revolutions,,Warner Bros,,2003-11-05 00:00:00,,,252559,26895622,,,,2003,4480,,,,,,,,,,,,,Matrix Revolutions,US
14,Dnes neumírej,,Bontonfilm,,2003-01-02 00:00:00,,,247379,25567266,,,,2003,5043,,,,,,,,,,,,,Die Another Day,US
15,Johnny English,,Bontonfilm,,2003-04-17 00:00:00,,,202615,19606207,,,,2003,6153,,,,,,,,,,,,,Johnny English,BR
16,Charlieho andílci: Na plný pecky,,Falcon,,2003-07-17 00:00:00,,,171966,16033069,,,,2003,4542,,,,,,,,,,,,,Charlie's Angels: Full Throttle,US
17,"Prci, prci, prcičky - Svatba",,Bontonfilm,,2003-10-23 00:00:00,,,165655,15405517,,,,2003,3570,,,,,,,,,,,,,American Wedding,US
18,Nuda v Brně,,Bontonfilm,,2003-04-24 00:00:00,,,162212,13963212,,,,2003,4824,,,,,,,,,,,,,Nuda v Brně,CZ
19,Božský Bruce,,Falcon,,2003-10-16 00:00:00,,,161349,16269058,,,,2003,3745,,,,,,,,,,,,,Bruce Almighty,US
20,Rychle a zběsile 2,,Bontonfilm,,2003-06-19 00:00:00,,,160271,14469186,,,,2003,3840,,,,,,,,,,,,,2 Fast 2 Furious,US
21,Doba ledová,,Bontonfilm,,2002-10-17 00:00:00,,,144867,8906459,,,,2003,3645,,,,,,,,,,,,,Ice Age,US
22,Hodiny,,SPI,,2003-07-31 00:00:00,,,141167,13319760,,,,2003,3219,,,,,,,,,,,,,"Hours, the",US
23,Chicago,,Hollywood,,2003-04-24 00:00:00,,,140812,13179391,,,,2003,3967,,,,,,,,,,,,,Chicago,US
24,"Chyť mě, když to dokážeš",,Bontonfilm,,2003-02-13 00:00:00,,,135548,13588504,,,,2003,3862,,,,,,,,,,,,,Catch Me If You Can,US
25,Kruh,,Bontonfilm,,2003-02-27 00:00:00,,,128362,11695002,,,,2003,3027,,,,,,,,,,,,,"Ring, the",US
26,Kluci to taky chtěj... a pořád,,Bioscop,,2003-03-13 00:00:00,,,116069,9123835,,,,2003,2932,,,,,,,,,,,,,Knallharte Jungs,GER
27,8 Mile,,Bontonfilm,,2003-03-20 00:00:00,,,111642,9232243,,,,2003,3156,,,,,,,,,,,,,8 Mile,US
28,Mizerové II,,Falcon,,2003-10-02 00:00:00,,,107725,10863649,,,,2003,3133,,,,,,,,,,,,,Bad Boys II,US
29,Hladina adrenalinu,,Bioscop,,2003-01-30 00:00:00,,,107593,10034482,,,,2003,2941,,,,,,,,,,,,,Extreme Ops,BR
30,Frida,,SPI,,2003-05-01 00:00:00,,,103374,8962178,,,,2003,2903,,,,,,,,,,,,,Frida,US
31,Kniha džunglí 2,,Falcon,,2003-02-20 00:00:00,,,95497,7268261,,,,2003,3737,,,,,,,,,,,,,Jungle Book 2,US
32,Láska nebeská,,Bontonfilm,,2003-11-20 00:00:00,,,80591,8600385,,,,2003,2160,,,,,,,,,,,,,Love Actually,BR
33,Prasátko a jeho velký příběh,,Falcon,,2003-08-28 00:00:00,,,77728,5574357,,,,2003,3014,,,,,,,,,,,,,Piglet's Big Movie,US
34,Fimfárum Jana Wericha,,Falcon,,2002-11-28 00:00:00,,,75481,4205138,,,,2003,1653,,,,,,,,,,,,,Fimfárum Jana Wericha,CZ
35,Lara Croft Tomb Rider: Kolébka života,,Bontonfilm,,2003-08-21 00:00:00,,,74450,7120396,,,,2003,2826,,,,,,,,,,,,,Lara Croft Tomb Rider: The Cradle of Life,US
36,Pianista,,Falcon,,2003-02-06 00:00:00,,,74316,5792323,,,,2003,1744,,,,,,,,,,,,,"Pianist, the",BR
37,Mazaný Filip,,Warner Bros,,2003-12-04 00:00:00,,,71887,7430945,,,,2003,2035,,,,,,,,,,,,,Mazaný Filip,CZ
38,X-Men 2,,Bontonfilm,,2003-05-01 00:00:00,,,70287,6396146,,,,2003,2741,,,,,,,,,,,,,X-Men 2,US
39,Kurs sebeovládání,,Falcon,,2003-06-26 00:00:00,,,69646,7273880,,,,2003,2931,,,,,,,,,,,,,Anger Management,US
40,Moje tlustá řecká svatba,,Intersonic,,2002-11-28 00:00:00,,,63249,5207335,,,,2003,2155,,,,,,,,,,,,,My Big Fat Greek Wedding,US
41,Telefonní budka,,Bontonfilm,,2003-06-26 00:00:00,,,60700,5854908,,,,2003,2966,,,,,,,,,,,,,Phone Booth,US
42,Krásná pokojská,,Falcon,,2003-06-05 00:00:00,,,60601,5666659,,,,2003,2672,,,,,,,,,,,,,Maid in Manhattan,US
43,S.W.A.T. - Jednotka rychlého nasazení,,Falcon,,2003-12-04 00:00:00,,,59393,5934686,,,,2003,1692,,,,,,,,,,,,,S.W.A.T.,US
44,Bláznivá školka,,Falcon,,2003-09-11 00:00:00,,,57142,4669544,,,,2003,2687,,,,,,,,,,,,,Daddy Day Care,US
45,Taxi 2003,,Hollywood,,2003-04-10 00:00:00,,,57038,5025976,,,,2003,2051,,,,,,,,,,,,,Taxi 3,US
46,Liga výjimečných,,Bontonfilm,,2003-09-25 00:00:00,,,56053,5673787,,,,2003,2302,,,,,,,,,,,,,League of Extraordinery Gentlemen,US
47,Quo vadis,,Bontonfilm,,2002-12-12 00:00:00,,,49548,3145817,,,,2003,961,,,,,,,,,,,,,Quo vadis,POL
48,Holka na roztrhání,,Falcon,,2003-01-09 00:00:00,,,49194,5247976,,,,2003,2606,,,,,,,,,,,,,Sweet Home Alabama,US
49,"Good Bye, Lenin!",,Hollywood,,2003-11-17 00:00:00,,,49133,5282149,,,,2003,1813,,,,,,,,,,,,,"Good Bye, Lenin!",GER
50,Pravá blondýnka 2,,Bontonfilm,,2003-08-14 00:00:00,,,48028,4400454,,,,2003,2074,,,,,,,,,,,,,Legally Blonde 2,US
1,Pán prstenů: Společenstvo prstenu,,Warner Bros,,2002-01-10 00:00:00,,,957223,88988453,,,,2002,10101,,,,,,,,,,,,,Lord of the Rings 1,US
2,Harry Potter a Kámen mudrců,,Warner Bros,,2002-02-14 00:00:00,,,766358,60819973,,,,2002,6936,,,,,,,,,,,,,Harry Potter and Sorcerer's Stone,US
3,Muži v černém 2,,Falcon,,2002-07-18 00:00:00,,,315391,31602447,,,,2002,6455,,,,,,,,,,,,,Men in Black 2,US
4,Doba ledová,,Bontonfilm,,2002-10-17 00:00:00,,,315359,27323064,,,,2002,5001,,,,,,,,,,,,,Ice Age,US
5,Star Wars: Epizoda II - Klony útočí,,Bontonfilm,,2002-05-16 00:00:00,,,277637,25335053,,,,2002,5293,,,,,,,,,,,,,Star Wars: Ep.II - Attack of Clones,US
6,Harry Potter a Tajemná komnata,,Warner Bros,,2002-12-12 00:00:00,,,261885,26348507,,,,2002,2849,,,,,,,,,,,,,Harry Potter and Chamber of Secrets,US
7,Spider-Man,,Falcon,,2002-06-06 00:00:00,,,233065,22757012,,,,2002,4736,,,,,,,,,,,,,Spider-Man,US
8,"Mach,Šebestová a kouzelné sluchátko",,Bontonfilm,,2001-12-06 00:00:00,,,207751,11221700,,,,2002,3542,,,,,,,,,,,,,"Mach,Šebestová a kouzelné sluchátko",CZ
9,Rok ďábla,,Falcon,,2002-03-07 00:00:00,,,204617,18180492,,,,2002,4273,,,,,,,,,,,,,Rok ďábla,CZ
10,Minority Report,,Bontonfilm,,2002-09-26 00:00:00,,,198082,19575842,,,,2002,4709,,,,,,,,,,,,,Minority Report,US
11,Holky to chtěj taky,,Bioscop,,2002-10-03 00:00:00,,,187397,17210671,,,,2002,4772,,,,,,,,,,,,,"Mädchen, Mädchen",GER
12,Amélie z Montmartru,,Intersonic,,2001-09-20 00:00:00,,,170712,11135244,,,,2002,2951,,,,,,,,,,,,,Le fabuleux destin d'Amélie Poulain,FR
13,Blade II,,Warner Bros,,2002-07-04 00:00:00,,,169199,15011965,,,,2002,3101,,,,,,,,,,,,,Blade II,US
14,"Prci, prci, prcičky 2",,Bontonfilm,,2001-11-15 00:00:00,,,158118,11388895,,,,2002,3216,,,,,,,,,,,,,American Pie 2,US
15,xXx,,Falcon,,2002-10-10 00:00:00,,,156219,15446715,,,,2002,4281,,,,,,,,,,,,,XXX,US
16,Příšerky s.r.o.,,Falcon,,2002-01-31 00:00:00,,,154658,12674549,,,,2002,3137,,,,,,,,,,,,,"Monsters, Inc.",US
17,40 dnů a 40 nocí,,Bontonfilm,,2002-07-04 00:00:00,,,153329,13402519,,,,2002,3860,,,,,,,,,,,,,40 Days and 40 Nights,US
18,Čistá duše,,Bontonfilm,,2002-02-21 00:00:00,,,149645,14541350,,,,2002,4013,,,,,,,,,,,,,"Beautiful Mind, a",US
19,Znamení,,Falcon,,2002-09-05 00:00:00,,,140347,14759503,,,,2002,4304,,,,,,,,,,,,,Signs,US
20,Myšák Stuart Little 2,,Falcon,,2002-09-12 00:00:00,,,139384,11556805,,,,2002,3183,,,,,,,,,,,,,Stuart Little 2,US
21,Perníková věž,,Bontonfilm,,2002-03-28 00:00:00,,,138055,10309803,,,,2002,3638,,,,,,,,,,,,,Perníková věž,CZ
22,Jak na věc,,Bontonfilm,,2002-08-01 00:00:00,,,120947,12274108,,,,2002,4378,,,,,,,,,,,,,About a Boy,BR
23,Dannyho parťáci,,Warner Bros,,2002-03-07 00:00:00,,,115668,12717818,,,,2002,2543,,,,,,,,,,,,,Ocean's Eleven,US
24,Prostě sexy,,Falcon,,2002-08-22 00:00:00,,,112517,11317912,,,,2002,3370,,,,,,,,,,,,,"Sweetest Thing, the",US
25,Červený drak,,Bontonfilm,,2002-10-31 00:00:00,,,110469,10984380,,,,2002,3257,,,,,,,,,,,,,Red Dragon,US
26,Asterix & Obelix: Mise Kleopatra,,Bontonfilm,,2002-06-13 00:00:00,,,109651,9080024,,,,2002,3772,,,,,,,,,,,,,Astérix et Obélix:Mission Cléopatre,FR
27,Král Škorpión,,Bontonfilm,,2002-04-25 00:00:00,,,109580,10245302,,,,2002,4455,,,,,,,,,,,,,"Scorpion King, the",US
28,Musím tě svést,,Warner Bros,,2002-08-22 00:00:00,,,107956,9504371,,,,2002,3233,,,,,,,,,,,,,Musím tě svést,CZ
29,Sedmý hřích,,Bioscop,,2002-05-30 00:00:00,,,104221,10028964,,,,2002,2862,,,,,,,,,,,,,Original Sin,US
30,Deník Bridget Jonesové,,Bontonfilm,,2001-08-09 00:00:00,,,94008,7498391,,,,2002,2715,,,,,,,,,,,,,Bridget Jones's Diary,BR
31,Vanilkové nebe,,Bontonfilm,,2002-01-24 00:00:00,,,93071,9013509,,,,2002,2678,,,,,,,,,,,,,Vanilla Sky,US
32,Zatracení,,Falcon,,2002-02-07 00:00:00,,,91114,6250513,,,,2002,1767,,,,,,,,,,,,,Zatracení,CZ
33,Výlet,,Cinemart,,2002-03-21 00:00:00,,,90612,6771084,,,,2002,2613,,,,,,,,,,,,,Výlet,CZ
34,Moulin Rouge,,Bontonfilm,,2001-11-01 00:00:00,,,82963,6735828,,,,2002,2258,,,,,,,,,,,,,Moulin Rouge,US
35,Z pekla,,Bontonfilm,,2002-01-03 00:00:00,,,76098,7487433,,,,2002,2522,,,,,,,,,,,,,From Hell,US
36,Černý jestřáb sestřelen,,Falcon,,2002-02-21 00:00:00,,,75271,7591426,,,,2002,2216,,,,,,,,,,,,,Black Hawk Down,US
37,Road to Perdition,,Bontonfilm,,2002-11-14 00:00:00,,,75107,7761495,,,,2002,2429,,,,,,,,,,,,,Road to Perdition,US
38,Fantom Paříže,,Bioscop,,2002-08-22 00:00:00,,,74606,7522742,,,,2002,2431,,,,,,,,,,,,,Vidocq,FR
39,Resident Evil,,SPI,,2002-08-15 00:00:00,,,70720,6377772,,,,2002,1899,,,,,,,,,,,,,Resident Evil,BR
40,Tmavomodrý svět,,Cinemart,,2001-05-17 00:00:00,,,64923,3242271,,,,2002,1397,,,,,,,,,,,,,Tmavomodrý svět,CZ
41,Babí léto,,Falcon,,2001-09-27 00:00:00,,,64101,4890749,,,,2002,1528,,,,,,,,,,,,,Babí léto,CZ
42,Milionový závod,,Bioscop,,2002-04-04 00:00:00,,,61335,6004397,,,,2002,2476,,,,,,,,,,,,,Rat Race,US
43,Andělská tvář,,Bontonfilm,,2002-03-14 00:00:00,,,59146,4603165,,,,2002,2585,,,,,,,,,,,,,Andělská tvář,CZ
44,Bulšit,,Falcon,,2002-03-21 00:00:00,,,55882,5009203,,,,2002,1621,,,,,,,,,,,,,Not Another Teen Movie,US
45,Nevěrná,,Bontonfilm,,2002-07-11 00:00:00,,,54545,5490134,,,,2002,1913,,,,,,,,,,,,,Unfaithful,US
46,Spy Game,,Bontonfilm,,2002-03-21 00:00:00,,,54536,6024232,,,,2002,2401,,,,,,,,,,,,,Spy Game,US
47,Údolí stínů,,Bontonfilm,,2002-08-15 00:00:00,,,53620,5025111,,,,2002,2029,,,,,,,,,,,,,We Were Soldiers,US
48,Banditi,,Bioscop,,2002-01-31 00:00:00,,,50576,5673438,,,,2002,1949,,,,,,,,,,,,,Bandits,US
49,Moje tlustá řecká svatba,,Intersonic,,2002-11-28 00:00:00,,,49701,5328715,,,,2002,2010,,,,,,,,,,,,,My Big Fat Greek Wedding,US
50,Traffic - Nadvláda gangů,,SPI,,2002-01-24 00:00:00,,,48770,5208163,,,,2002,939,,,,,,,,,,,,,Traffic,US
1,Tmavomodrý svět,,Cinemart,,2001-05-17 00:00:00,,,1128990,85673146,,,,2001,10878,,,,,,,,,,,,,Tmavomodrý svět,CZ
2,Kytice,,Bontonfilm,,2000-12-07 00:00:00,,,543138,30192119,,,,2001,5929,,,,,,,,,,,,,Kytice,CZ
3,Pearl Harbor,,Falcon,,2001-09-06 00:00:00,,,407154,37957722,,,,2001,4048,,,,,,,,,,,,,Pearl Harbor,US
4,Rebelové,,Bontonfilm,,2001-02-08 00:00:00,,,399304,27482164,,,,2001,6153,,,,,,,,,,,,,Rebelové,CZ
5,Z pekla štěstí 2,,Falcon,,2001-02-01 00:00:00,,,333532,19898335,,,,2001,4216,,,,,,,,,,,,,Z pekla štěstí 2,CZ
6,Mumie se vrací,,Bontonfilm,,2001-06-07 00:00:00,,,311724,24706295,,,,2001,4854,,,,,,,,,,,,,"Mummy Returns, the",US
7,Trosečník,,Bontonfilm,,2001-01-11 00:00:00,,,300801,24631776,,,,2001,4221,,,,,,,,,,,,,Cast Away,US
8,Deník Bridget Jonesové,,Bontonfilm,,2001-08-09 00:00:00,,,292196,28872716,,,,2001,5450,,,,,,,,,,,,,Bridget Jones's Diary,BR
9,Po čem ženy touží,,Bontonfilm,,2001-03-08 00:00:00,,,237434,21151276,,,,2001,4537,,,,,,,,,,,,,What Women Want,US
10,Hannibal,,Bontonfilm,,2001-04-26 00:00:00,,,214713,17666379,,,,2001,3893,,,,,,,,,,,,,Hannibal,US
11,"Prci, prci, prcičky 2",,Bontonfilm,,2001-11-15 00:00:00,,,213596,20467322,,,,2001,2927,,,,,,,,,,,,,American Pie 2,US
12,Vyvolený,,Falcon,,2001-01-18 00:00:00,,,166390,14276555,,,,2001,2998,,,,,,,,,,,,,Unbreakable,US
13,102 dalmatinů,,Falcon,,2001-02-08 00:00:00,,,166383,11392781,,,,2001,3220,,,,,,,,,,,,,102 Dalmatians,US
14,Lara Croft - Tomb Raider,,Bontonfilm,,2001-08-23 00:00:00,,,158853,13072174,,,,2001,3392,,,,,,,,,,,,,Lara Croft - Tomb Raider,BR
15,Vertical Limit,,Falcon,,2001-02-08 00:00:00,,,158309,14322328,,,,2001,2932,,,,,,,,,,,,,Vertical Limit,US
16,Pokémon,,Warner Bros,,2001-03-01 00:00:00,,,151413,8645372,,,,2001,2540,,,,,,,,,,,,,Pokémon the First Movie,JAP
17,Jurský park 3,,Bontonfilm,,2001-09-27 00:00:00,,,144259,12142154,,,,2001,3702,,,,,,,,,,,,,Jurassic Park III,US
18,Tygr a drak,,Falcon,,2001-03-01 00:00:00,,,126442,10783478,,,,2001,2722,,,,,,,,,,,,,"Crouching Tiger, Hidden Dragon",CHN
19,Čokoláda,,SPI,,2001-05-10 00:00:00,,,100886,9225993,,,,2001,2912,,,,,,,,,,,,,Chocolat,US
20,Samotáři,,Cinemart,,2000-04-13 00:00:00,,,98651,6127518,,,,2001,1718,,,,,,,,,,,,,Samotáři,CZ
21,Příběh rytíře,,Falcon,,2001-08-30 00:00:00,,,96464,8153534,,,,2001,2159,,,,,,,,,,,,,"Knight's Tale, a",US
22,Amélie z Montmartru,,Intersonic,,2001-09-20 00:00:00,,,95184,9175702,,,,2001,1653,,,,,,,,,,,,,Le fabuleux destin d'Amélie Poulain,FR
23,Slečna Drsňák,,Warner Bros,,2001-04-12 00:00:00,,,94771,7655800,,,,2001,2647,,,,,,,,,,,,,Miss Congeniality,US
24,Cesta z města,,Falcon,,2000-10-05 00:00:00,,,87501,6066140,,,,2001,1997,,,,,,,,,,,,,Cesta z města,CZ
25,Planeta opic,,Bontonfilm,,2001-10-18 00:00:00,,,86771,8334499,,,,2001,2520,,,,,,,,,,,,,Planet of the Apes,US
26,Dinosaurus,,Falcon,,2000-11-09 00:00:00,,,84961,4976342,,,,2001,1776,,,,,,,,,,,,,Dinosaur,US
27,Moulin Rouge,,Bontonfilm,,2001-11-01 00:00:00,,,82711,8914507,,,,2001,2159,,,,,,,,,,,,,Moulin Rouge,US
28,Musíme si pomáhat,,Space Films,,2000-03-16 00:00:00,,,80920,4487839,,,,2001,1234,,,,,,,,,,,,,Musíme si pomáhat,CZ
29,Evoluce,,Falcon,,2001-07-12 00:00:00,,,78020,7022158,,,,2001,2389,,,,,,,,,,,,,Evolution,US
30,Final Fantasy: Esence života,,Falcon,,2001-08-02 00:00:00,,,77696,6785171,,,,2001,2089,,,,,,,,,,,,,Final Fantasy: The Spirits Within,JAP
31,Purpurové řeky,,Falcon,,2001-05-03 00:00:00,,,73264,7347657,,,,2001,2130,,,,,,,,,,,,,Les rivieres pourpres,FR
32,Dr. Dolittle 2,,Bontonfilm,,2001-08-16 00:00:00,,,70902,5412221,,,,2001,2591,,,,,,,,,,,,,Dr. Dolittle 2,US
33,Královský slib,,Warner Bros,,2001-09-13 00:00:00,,,69516,3222446,,,,2001,1504,,,,,,,,,,,,,Královský slib,CZ
34,Scary Movie - Děsnej biják,,Remake,,2001-01-04 00:00:00,,,68943,5315195,,,,2001,2228,,,,,,,,,,,,,Scary Movie,US
35,Rychle a zběsile,,Bontonfilm,,2001-09-13 00:00:00,,,68090,6359132,,,,2001,2153,,,,,,,,,,,,,"Fast and the Furious, the",US
36,15 minut,,Space Films,,2001-07-26 00:00:00,,,66687,6511316,,,,2001,1975,,,,,,,,,,,,,15 Minutes,US
37,"Mach,Šebestová a kouzelné sluchátko",,Bontonfilm,,2001-12-06 00:00:00,,,65305,5182734,,,,2001,1224,,,,,,,,,,,,,"Mach,Šebestová a kouzelné sluchátko",CZ
38,Mexičan,,Bontonfilm,,2001-05-03 00:00:00,,,65283,5578086,,,,2001,2367,,,,,,,,,,,,,"Mexican, the",US
39,Fotr je lotr,,Bontonfilm,,2000-12-28 00:00:00,,,63170,5786195,,,,2001,2385,,,,,,,,,,,,,Meet the Parents,US
40,Scary Movie 2,,SPI,,2001-11-01 00:00:00,,,62545,5656675,,,,2001,1400,,,,,,,,,,,,,Scary Movie 2,US
41,Lovec policajtů,,Warner Bros,,2001-06-21 00:00:00,,,62336,5404991,,,,2001,2254,,,,,,,,,,,,,Exit Wounds,US
42,Shrek,,Bontonfilm,,2001-07-19 00:00:00,,,61432,5720248,,,,2001,2406,,,,,,,,,,,,,Shrek,US
43,Otesánek,,Warner Bros,,2001-01-25 00:00:00,,,56059,3201971,,,,2001,1423,,,,,,,,,,,,,Otesánek,CZ
44,Nepřítel před branami,,Bontonfilm,,2001-04-05 00:00:00,,,55612,4648680,,,,2001,1871,,,,,,,,,,,,,Enemy at the Gates,GER
45,6. den,,Falcon,,2001-01-04 00:00:00,,,54105,5043775,,,,2001,2078,,,,,,,,,,,,,"6th Day, the",US
46,Gladiátor,,Bontonfilm,,2000-05-18 00:00:00,,,53255,3880650,,,,2001,1247,,,,,,,,,,,,,Gladiator,US
47,"Hele vole, kde mám káru?",,Bontonfilm,,2001-02-22 00:00:00,,,52875,3659641,,,,2001,1545,,,,,,,,,,,,,"Dude, Where's My Car?",US
48,Pokémon 2: Síla jednotlivce,,Warner Bros,,2001-07-05 00:00:00,,,52412,2931109,,,,2001,1666,,,,,,,,,,,,,Pokémon: The Power of One,JAP
49,Zlatíčka pro každého,,Falcon,,2001-10-04 00:00:00,,,49068,5047711,,,,2001,1875,,,,,,,,,,,,,America's Sweethearts,US
50,Babí léto,,Falcon,,2001-09-27 00:00:00,,,48835,4470408,,,,2001,933,,,,,,,,,,,,,Babí léto,CZ
1,,,Bontonfilm,,2000-02-03 00:00:00,,,480719,23933029,,,,2000,4091,,,,,,,,,,,,Princezna ze mlejna II.,Princezna ze mlejna II.,CZ
2,,,Cinemart,,2000-04-13 00:00:00,,,441666,27965846,,,,2000,5265,,,,,,,,,,,,Samotáři,Samotáři,CZ
3,,,Bontonfilm,,2000-05-18 00:00:00,,,378564,27766766,,,,2000,4228,,,,,,,,,,,,Gladiátor,Gladiator,US
4,,,Falcon,,2000-01-27 00:00:00,,,332393,24503325,,,,2000,3966,,,,,,,,,,,,Šestý smysl,"Sixth Sense, the",US
