poř,min_poř,film,distributor,prod,formát,poč_týd,poč_kin,víkend_tržby,víkend_diváci,změna_v_%,poč_kin,min_týden_tržby,min_týden_diváci,celkem_tržby,celkem_diváci,rok,tyden
9,8,Sladký život,"Cinemart, a.s.",CZE,2D,7,63,683305,4556,-0.536,86,1816588,9376,28612062.5,155422,2024,17
10,9,Abigail,"Cinemart, a.s.",USA,"2D, 4D2",2,49,558860,4129,-0.5874,114,1656257,7841,2215717,12046,2024,17
11,7,Domácí příšerky,"CONTINENTAL FILM, s.r.o.",RUS,"2D, MP4",5,42,535652.5,5143,-0.6404,43,1588366,8103,4720836.5,27314,2024,17
12,10,Občanská válka,Vertical Entertainment s.r.o.,USA,"2D, IM2",2,67,478494,3539,-0.6401,145,1692538.5,8001,2171032.5,11540,2024,17
13,12,Godzilla x Kong: Nové impérium,Vertical Entertainment s.r.o.,USA,"2D, 4D2",5,32,476126.5,3731,-0.4418,43,962963,4394,8650870.5,42685,2024,17
14,11,Nezlomní,BONTONFILM a.s.,USA,2D,3,35,410370,2925,-0.6228,60,1314415,6102,2838486,14638,2024,17
15,112,Maria Montessori,"Cinemart, a.s.",FRA,2D,1,94,303294,2061,99.097,2,3030,164,331320,2391,2024,17
16,13,"Tady Havel, slyšíte mě?","CONTINENTAL FILM, s.r.o.",CZE,"2D, MP4",3,49,281453,1862,-0.6521,73,1111117.5,6035,2857623.5,16456,2024,17
17,82,Boy Kills World,BONTONFILM a.s.,USA,2D,1,95,262487,2099,37.2801,15,14693,284,277180,2383,2024,17
18,14,Dokonalé dny,AEROFILMS s.r.o.,JPN,"2D, MP4",5,20,236743,1650,-0.5378,36,690822,4383,3569777,22051,2024,17
19,16,První znamení: Přichází satan!,FALCON a.s.,USA,"2D, 2DA",4,23,158787,1134,-0.5892,34,459698.5,2198,2133827.5,10823,2024,17
20,23,Jeden život,Vertical Entertainment s.r.o.,USA,2D,13,21,144711,1286,0.1422,28,228065,2032,20037699,120839,2024,17
1,22,Jak zachránit draka,Forum Film Czech s.r.o.,CHN,2D,1,187,4464349.5,26921,33.5893,18,129067,812,4593416.5,27733,2024,16
2,32,Prázdniny s Broučkem,BONTONFILM a.s.,CZE,"2D, MP4",1,217,4280297,23572,59.2061,42,603839,3813,4884136,27385,2024,16
3,3,Gump - jsme dvojka,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",4,117,3282260.5,18023,0.9361,129,2216968,12266,18473933,106601,2024,16
4,4,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",7,65,2771103.5,14189,0.9586,105,1868497,9907,36858831.5,194892,2024,16
5,1,Krotitelé duchů: Říše ledu,FALCON a.s.,USA,"2D, 4D2, 2DA",2,99,2690494,13493,0.2513,202,2710430.5,13984,5400924.5,27477,2024,16
6,2,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, 2DA",8,52,1993930,8659,0.0097,86,2801863,12261,103314889,455735,2024,16
7,11,Domácí příšerky,"CONTINENTAL FILM, s.r.o.",RUS,"2D, MP4",4,43,1489485,7550,1.9718,66,629672,3329,4086303,21618,2024,16
8,5,Sladký život,"Cinemart, a.s.",CZE,2D,6,63,1472507,7261,0.4136,113,1643892,8821,27584676.5,148751,2024,16
9,,Abigail,"Cinemart, a.s.",USA,"2D, 4D2",1,105,1354392,6402,,2,600,76,1354992,6478,2024,16
10,,Občanská válka,Vertical Entertainment s.r.o.,USA,"2D, IM2",1,128,1329451.5,6238,,,,,1329451.5,6238,2024,16
11,8,Nezlomní,BONTONFILM a.s.,USA,2D,2,48,1087914,5012,0.4862,147,1113701,5611,2201615,10623,2024,16
12,7,Godzilla x Kong: Nové impérium,Vertical Entertainment s.r.o.,USA,2D,4,36,852949,3890,0.0083,63,1120569,5265,8064730,38450,2024,16
13,6,"Tady Havel, slyšíte mě?","CONTINENTAL FILM, s.r.o.",CZE,"2D, MP4",2,57,808952.5,4295,-0.0614,147,1461803,8533,2274005.5,12854,2024,16
14,13,Dokonalé dny,AEROFILMS s.r.o.,JPN,"2D, MP4",4,25,512132,3138,0.4935,44,607436,3652,3154344,19156,2024,16
15,10,První znamení: Přichází satan!,FALCON a.s.,USA,"2D, 2DA",3,31,386513.5,1850,-0.244,64,664737,3168,1901855.5,9341,2024,16
16,,"Ten, co slaví každý den",AEROFILMS s.r.o.,CZE,"2D, MP4",1,19,220206,1527,,,,,220206,1527,2024,16
17,24,Ptáci stěhováci,"Cinemart, a.s.",USA,"DVD, 2D",18,15,207727,1579,0.8864,32,145337,1314,37618389,211126,2024,16
18,60,Daaaaaalí! ,FILM EUROPE s.r.o.,FRA,"2D, MP4",1,30,175408,1013,11.642,6,13875,151,211983,1334,2024,16
19,23,Ella a černý jaguár,BONTONFILM a.s.,FRA,2D,6,14,135334.5,789,0.2197,39,119640,880,3202504.5,18131,2024,16
20,9,Jeden život,Vertical Entertainment s.r.o.,USA,2D,12,14,126687,1017,-0.8176,75,1475009,15226,19791610,118538,2024,16
1,,Krotitelé duchů: Říše ledu,FALCON a.s.,USA,"2D, IM2, 4D2, 2DA",1,191,2150927.5,11250,,,,,2150927.5,11250,2024,15
2,2,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, 2DA",7,73,1974685,8715,-0.3085,110,3895088,16609,100493781,443530,2024,15
3,3,Gump - jsme dvojka,"AQS, a.s. (divize BIOSCOP)",CZE,2D,3,115,1696718,9374,-0.3264,170,2953444.5,16423,14671422.5,85686,2024,15
4,5,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",6,100,1411122,7575,0.0006,124,1735504,9416,33630353,178371,2024,15
5,4,Sladký život,"Cinemart, a.s.",CZE,2D,5,91,1041658,5402,-0.2714,131,1925348.5,10034,25509935.5,138071,2024,15
6,,"Tady Havel, slyšíte mě?","CONTINENTAL FILM, s.r.o.",CZE,"2D, MP4",1,110,855604,4860,,1,3250,26,858854,4886,2024,15
7,6,Godzilla x Kong: Nové impérium,Vertical Entertainment s.r.o.,USA,"2D, 4D2",3,56,845915,3988,-0.3641,90,1651142,7868,6937127,33283,2024,15
8,,Nezlomní,BONTONFILM a.s.,USA,2D,1,131,731024,3707,,,,,731024,3707,2024,15
9,17,Jeden život,Vertical Entertainment s.r.o.,USA,2D,11,37,694372,6822,3.8,33,260664,1963,18884286,109117,2024,15
10,7,První znamení: Přichází satan!,FALCON a.s.,USA,"2D, 2DA",2,60,511235,2452,-0.2011,108,850605,4323,1361840,6775,2024,15
11,9,Domácí příšerky,"CONTINENTAL FILM, s.r.o.",RUS,2D,3,64,499115,2691,-0.0525,84,629596,3387,2466261,13430,2024,15
12,10,Dokonalé dny,AEROFILMS s.r.o.,JPN,"2D, MP4",3,24,354739,2048,-0.1676,57,710395,4259,2389515,14414,2024,15
13,106,Bratři,"Cinemart, a.s.",CZE,"2D, MP4",25,16,191717,1884,158.7641,6,5690,60,20498223,120710,2024,15
14,8,Smršť ,BONTONFILM a.s.,SVK,"2D, MP4, 2DA",2,67,181562,958,-0.6721,185,775158,4203,956720,5464,2024,15
15,13,Manželé Stodolovi,"Cinemart, a.s.",CZE,"2D, MP4",7,25,170920,1045,-0.3647,50,361231,1896,11248656,58372,2024,15
16,11,Opičí muž,"Cinemart, a.s.",USA,"2D, 2DA",2,37,146807,676,-0.5837,120,496224,2444,666757,3445,2024,15
17,30,Aristokratka ve varu,FALCON a.s.,CZE,"2D, MP4",13,22,129496,1390,1.5893,29,101557,1197,45935992,273382,2024,15
18,,Jak zachránit draka,Forum Film Czech s.r.o.,CHN,2D,-1,18,129067,653,,,,,129067,653,2024,15
19,20,Ella a černý jaguár,BONTONFILM a.s.,FRA,2D,5,36,110954,809,0.0752,47,120886,746,3058484,17271,2024,15
20,19,Ptáci stěhováci,"Cinemart, a.s.",USA,"DVD, 2D",17,27,109833,1231,0.0236,36,150506,1483,37375158,209464,2024,15
1,2,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, 2DA",6,97,2830001,12184,-0.4477,97,6713621,29769,96802882.5,430406,2024,14
2,1,Gump - jsme dvojka,"AQS, a.s. (divize BIOSCOP)",CZE,2D,2,162,2518631.5,14130,-0.6939,228,9340932,54843,12537191,74001,2024,14
3,4,Sladký život,"Cinemart, a.s.",CZE,2D,4,111,1429534.5,7365,-0.5375,144,3783537,19550,23940653,129801,2024,14
4,5,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",5,121,1383748,7281,-0.5301,132,3615380,18542,31557233.5,167826,2024,14
5,3,Godzilla x Kong: Nové impérium,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2",2,84,1330112,6352,-0.6157,188,4205896,20352,5770182,27779,2024,14
6,,První znamení: Přichází satan!,FALCON a.s.,USA,"2D, 2DA",1,93,639889,3291,,,,,639889,3291,2024,14
7,,Smršť ,BONTONFILM a.s.,SVK,"2D, MP4, 2DA",1,159,553283,3023,,,,,553283,3326,2024,14
8,6,Domácí příšerky,"CONTINENTAL FILM, s.r.o.",RUS,"2D, MP4",2,83,526760,2848,-0.5298,92,1337550,7213,1864310,10061,2024,14
9,9,Dokonalé dny,AEROFILMS s.r.o.,JPN,"2D, MP4",2,33,426146,2469,-0.238,77,888211,5294,1734437,10478,2024,14
10,118,Opičí muž,"Cinemart, a.s.",USA,"2D, 2DA",1,104,352642,1730,,21,23726,325,376368,2055,2024,14
11,8,Manželé Stodolovi,"Cinemart, a.s.",CZE,2D,6,35,269008,1353,-0.535,63,795821,4010,10975912,56846,2024,14
12,7,Neposkvrněná,Vertical Entertainment s.r.o.,USA,2D,3,26,201382,938,-0.7203,55,912632,4438,2434104,11832,2024,14
13,10,Matka v trapu,FALCON a.s.,CZE,"2D, MP4",7,49,181163,1490,-0.6033,84,630097,4370,28624835,164965,2024,14
14,16,Jeden život,Vertical Entertainment s.r.o.,USA,2D,10,15,144658,957,-0.1523,40,323642,2318,18073908,101289,2024,14
15,15,Ptáci stěhováci,"Cinemart, a.s.",USA,"DVD, 2D",16,30,105393,915,-0.4144,37,232990,1499,37218039,207656,2024,14
16,11,Ella a černý jaguár,BONTONFILM a.s.,FRA,2D,4,44,103191,575,-0.709,61,391455,2119,2915764.5,16212,2024,14
17,12,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,7,12,102629,441,-0.6961,15,409058,1794,6411926.5,31393,2024,14
18,25,Max & Mája: Příběh lištiček,"DonArt production, s.r.o.",FRA,"2D, MP4",7,23,86891,841,0.6316,33,83903,674,3159365,20728,2024,14
19,20,Gabriela Soukalová: Pravda se pořád vyplatí,Bohemia Motion Pictures a.s.,CZE,2D,5,28,83120,1007,-0.0324,37,141787,1165,2803925,19382,2024,14
20,18,Chudáčci,FALCON a.s.,USA,2D,11,12,81248,516,-0.4383,20,233234,1344,10405140,58595,2024,14
1,9,Gump - jsme dvojka,"AQS, a.s. (divize BIOSCOP)",CZE,2D,1,222,8212425,48473,11.8101,35,677627.5,3501,8890052.5,53141,2024,13
2,1,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, 2DA",5,84,4999488,22091,-0.3882,123,10712489.5,46030,92258748.5,410544,2024,13
3,,Godzilla x Kong: Nové impérium,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2",1,179,3339560,17049,,34,234174,1075,3573734,18124,2024,13
4,2,Sladký život,"Cinemart, a.s.",CZE,2D,3,127,3096595,16050,-0.4567,172,7020996,37503,21824176.5,118936,2024,13
5,3,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",4,123,2943325,15113,-0.3973,146,5505028,28618,29501430.5,157116,2024,13
6,,Domácí příšerky,"CONTINENTAL FILM, s.r.o.",RUS,2D,1,88,1124317,6153,,1,0,139,1124317,6292,2024,13
7,6,Neposkvrněná,Vertical Entertainment s.r.o.,USA,2D,2,45,719838,3522,-0.2737,76,1320090,6456,2039928,9978,2024,13
8,4,Manželé Stodolovi,"Cinemart, a.s.",CZE,2D,5,39,578419,2812,-0.4791,85,1461011.5,7377,10489502,54295,2024,13
9,30,Dokonalé dny,AEROFILMS s.r.o.,JPN,"2D, MP4",1,60,556077,3271,8.1395,8,124461,935,976157,5986,2024,13
10,8,Matka v trapu,FALCON a.s.,CZE,"2D, MP4",6,59,456654,2855,-0.4501,105,1139712,7179,28270229,161960,2024,13
11,7,Ella a černý jaguár,BONTONFILM a.s.,FRA,2D,3,59,353418,1915,-0.604,89,983274.5,5326,2774536.5,15433,2024,13
12,18,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,6,13,337652,1482,0.5433,18,284737.5,1309,6237891.5,30640,2024,13
13,15,Monty Python: Život Briana,Pannonia Entertainment CZ s.r.o.,GBR,2D,2,28,225139,1515,-0.176,50,352078,2051,612421,3794,2024,13
14,10,Ptáci stěhováci,"Cinemart, a.s.",USA,2D,15,31,179947,1004,-0.6611,45,601614,3916,37061282,206253,2024,13
15,13,Jeden život,Vertical Entertainment s.r.o.,USA,2D,9,22,170640,876,-0.5291,59,723899,5233,17776248,98890,2024,13
16,11,Neviditelné zlo,BONTONFILM a.s.,USA,2D,3,27,161209,829,-0.6205,52,530959,2571,2137469,11053,2024,13
17,20,Chudáčci,FALCON a.s.,USA,2D,10,12,144634,820,-0.3225,20,301279,1680,10235292,57555,2024,13
18,24,Aristokratka ve varu,FALCON a.s.,CZE,"2D, MP4",11,22,97690,929,-0.1336,52,230646,2298,45671589,270395,2024,13
19,19,Gabriela Soukalová: Pravda se pořád vyplatí,Bohemia Motion Pictures a.s.,CZE,2D,4,16,83613,522,-0.6144,46,285275,1772,2662631,17732,2024,13
20,26,Zóna zájmu,AEROFILMS s.r.o.,USA,"2D, MP4",7,14,77516,541,-0.1259,28,167289,1161,3536462,22233,2024,13
1,1,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, 2DA",4,108,8170786.5,35231,-0.3281,120,15446650,66217,84717557.5,377654,2024,12
2,2,Sladký život,"Cinemart, a.s.",CZE,2D,2,160,5696816,30336,-0.3663,212,10848787.5,60710,17403401.5,95719,2024,12
3,3,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",3,143,4883376,25385,-0.2552,169,7335435,38259,25936453.5,138770,2024,12
4,5,Manželé Stodolovi,"Cinemart, a.s.",CZE,2D,4,64,1110410.5,5498,-0.1448,77,1690585.5,8417,9560482,49604,2024,12
5,,Neposkvrněná,Vertical Entertainment s.r.o.,USA,2D,1,69,991077,4826,,,,,991077,4826,2024,12
6,4,Ella a černý jaguár,BONTONFILM a.s.,FRA,2D,2,84,906378.5,4880,-0.3195,125,1437844,8033,2344222.5,13072,2024,12
7,7,Matka v trapu,FALCON a.s.,CZE,"2D, MP4",5,86,830405,4784,-0.2337,94,1453470,7992,27504268,156710,2024,12
8,,Gump - jsme dvojka,"AQS, a.s. (divize BIOSCOP)",CZE,2D,-1,32,641087.5,3189,,2,0,1167,641087.5,4356,2024,12
9,8,Ptáci stěhováci,"Cinemart, a.s.",USA,2D,14,40,531454,3338,-0.1156,47,654373,4243,36811175,204671,2024,12
10,6,Neviditelné zlo,BONTONFILM a.s.,USA,2D,2,42,424697,2013,-0.6477,113,1445301,7387,1869998,9666,2024,12
11,9,Jeden život,Vertical Entertainment s.r.o.,USA,2D,8,31,362356,1932,-0.1459,52,682845,4223,17244065,94713,2024,12
12,41,Monty Python: Život Briana,Pannonia Entertainment CZ s.r.o.,GBR,2D,1,34,273208,1507,6.7607,1,35204,228,308412,1735,2024,12
13,17,Max & Mája: Příběh lištiček,"DonArt production, s.r.o.",FRA,"2D, MP4",5,49,228422,1686,0.22,38,198509,1247,2944860,18728,2024,12
14,,Panenky na útěku,"Cinemart, a.s.",USA,2D,1,123,227291,1174,,3,4250,76,474721,3158,2024,12
15,12,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,5,16,218775.5,981,-0.4145,24,435191,2040,5834277.5,28830,2024,12
16,11,Gabriela Soukalová: Pravda se pořád vyplatí,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",3,39,216793,1328,-0.4504,68,565957,4044,2510536,16766,2024,12
17,13,Chudáčci,FALCON a.s.,USA,2D,9,12,213473,1132,-0.3206,30,453437,2732,10002852,56187,2024,12
18,16,Kočka a pes: Šílené dobrodružství,BONTONFILM a.s.,FRA,"2D, MP4",6,31,174165,1077,-0.2148,29,232627,1233,6079980,34557,2024,12
19,19,Wonka,Vertical Entertainment s.r.o.,USA,2D,15,26,158237,1194,-0.1182,27,221222,1854,67712252,371692,2024,12
20,29,Noemova archa,Bohemia Motion Pictures a.s.,BRA,"2D, MP4",7,23,115156,869,0.3965,24,104608,746,4747267,31188,2024,12
1,1,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, 2DA",3,107,12159553,52436,-0.3353,156,23815049,104966,73259674,328642,2024,11
2,,Sladký život,"Cinemart, a.s.",CZE,2D,1,206,8988909.5,50329,,26,857798,4673,9846707.5,55002,2024,11
3,2,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",2,166,6556165,34772,-0.3711,219,12357675.5,67773,20273807.5,109898,2024,11
4,,Ella a černý jaguár,BONTONFILM a.s.,FRA,2D,1,119,1317523,7370,,1,0,159,1317523,7529,2024,11
5,4,Manželé Stodolovi,"Cinemart, a.s.",CZE,2D,3,55,1298396.5,6254,-0.3317,92,2562340,12680,8057882.5,41943,2024,11
6,,Neviditelné zlo,BONTONFILM a.s.,USA,2D,1,101,1204874,6167,,2,0,266,1204874,6433,2024,11
7,3,Matka v trapu,FALCON a.s.,CZE,"2D, MP4",4,70,1083612,5740,-0.6599,133,4154809,22334,26304005,149674,2024,11
8,9,Ptáci stěhováci,"Cinemart, a.s.",USA,2D,13,43,600865,3681,-0.2464,49,1079039,6303,36226213,200771,2024,11
9,8,Jeden život,Vertical Entertainment s.r.o.,USA,2D,7,32,424225,2341,-0.4717,75,1101695,6717,16623089,90899,2024,11
10,6,Gabriela Soukalová: Pravda se pořád vyplatí,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",2,50,394424,2898,-0.6307,115,1727785,11104,2122210,14292,2024,11
11,7,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,4,21,373601,1744,-0.549,44,1030965,4832,5553912,27553,2024,11
12,19,Chudáčci,FALCON a.s.,USA,2D,8,21,314190,1851,0.2504,29,440673,2624,9650132,54174,2024,11
13,,Fentasy,"AQS, a.s. (divize BIOSCOP)",SVK,2D,1,69,292571,1399,,1,0,453,292571,1852,2024,11
14,,Monty Python a Svatý Grál,Pannonia Entertainment CZ s.r.o.,GBR,2D,1,30,283816,1649,,,,,283816,1649,2024,11
15,12,Kočka a pes: Šílené dobrodružství,BONTONFILM a.s.,FRA,"2D, MP4",5,29,221793,1180,-0.5853,45,665716,3609,5894981,33427,2024,11
16,17,Max & Mája: Příběh lištiček,"DonArt production, s.r.o.",FRA,"2D, MP4",4,35,188423,1187,-0.413,47,424008,2587,2706352,16982,2024,11
17,21,Zóna zájmu,AEROFILMS s.r.o.,USA,"2D, MP4",5,20,183914,1212,0.1088,35,278849,1833,3197203,19900,2024,11
18,14,Wonka,Vertical Entertainment s.r.o.,USA,2D,14,23,179438,1350,-0.5912,42,536047,3628,67512231,369994,2024,11
19,13,Aristokratka ve varu,FALCON a.s.,CZE,"2D, MP4",9,35,176986,1502,-0.6604,87,688423,5756,45230890,265895,2024,11
20,20,Přání,FALCON a.s.,USA,"2D, 3D",16,18,136903,1246,-0.3433,24,283626,1652,24518577,156845,2024,11
1,1,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, 2DA",2,143,18290926,80960,-0.3029,225,34056219,156473,55575998,252200,2024,10
2,4,Kung Fu Panda 4,"Cinemart, a.s.",USA,"2D, 4D2",1,218,10424213.5,57875,6.665,61,1359967,7353,11784180.5,65228,2024,10
3,2,Matka v trapu,FALCON a.s.,CZE,"2D, MP4",3,115,3186037,17077,-0.3676,160,6433047,34639,24251621,138677,2024,10
4,3,Manželé Stodolovi,"Cinemart, a.s.",CZE,2D,2,74,1942776,9444,-0.3651,178,4177691,22291,6139922,32453,2024,10
5,,"A máme, co jsme chtěli",BONTONFILM a.s.,SVK,"2D, MP4",1,189,1081028.5,5881,,1,0,453,1274502.5,7533,2024,10
6,,Gabriela Soukalová: Pravda se pořád vyplatí,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",1,80,1067953,6531,,1,1,290,1067954,6821,2024,10
7,7,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,3,40,828212,3860,-0.3163,51,1539839,7236,4977558,24837,2024,10
8,5,Jeden život,Vertical Entertainment s.r.o.,USA,2D,6,63,802861,4608,-0.3922,99,1793033,10111,15900030,86449,2024,10
9,6,Ptáci stěhováci,"Cinemart, a.s.",USA,2D,12,42,797224,4333,-0.3754,63,1651474,9217,35343533,195120,2024,10
10,,Protivný sprostý holky,"Cinemart, a.s.",USA,2D,1,94,584036,3028,,2,0,203,584036,3231,2024,10
11,10,Kočka a pes: Šílené dobrodružství,BONTONFILM a.s.,FRA,"2D, MP4",4,44,534784,2902,-0.3763,78,1080465,5956,5542256,31540,2024,10
12,11,Aristokratka ve varu,FALCON a.s.,CZE,"2D, MP4",8,65,521149,4225,-0.2732,109,1039647,7550,44886630,262862,2024,10
13,8,Wonka,Vertical Entertainment s.r.o.,USA,2D,13,37,438884,2870,-0.5006,71,1130950,6617,67235630,367886,2024,10
14,9,Jedeme na teambuilding,"Cinemart, a.s.",SVK,"2D, MP4",11,38,403469,2351,-0.53,64,1104857,5741,50755821,263001,2024,10
15,12,Max & Mája: Příběh lištiček,"DonArt production, s.r.o.",FRA,"2D, MP4",3,43,320988,1890,-0.498,97,769549,4788,2414909,15098,2024,10
16,59,Železní bratři,AEROFILMS s.r.o.,USA,"2D, MP4",1,84,260895,1312,27.3027,3,13358,260,563783,3952,2024,10
17,16,Chudáčci,FALCON a.s.,USA,2D,7,20,251255,1462,-0.2155,28,452980,2537,9146524,51161,2024,10
18,17,Přání,FALCON a.s.,USA,2D,15,20,208440,1044,-0.3484,39,420592,2497,24306488,154991,2024,10
19,19,Zóna zájmu,AEROFILMS s.r.o.,USA,"2D, MP4",4,21,165867,1068,-0.3692,39,406213,2438,2900307,17923,2024,10
20,18,Noemova archa,Bohemia Motion Pictures a.s.,BRA,"2D, MP4",5,33,157697,1200,-0.4234,61,342166,2281,4472826,29192,2024,10
1,,Duna: Část druhá,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, 2DA",1,221,25830510.5,121390,,72,3228853,14767,29059363.5,136157,2024,9
2,1,Matka v trapu,FALCON a.s.,CZE,2D,2,138,5037713.5,26801,-0.516,229,13121774,77015,19670250.5,113738,2024,9
3,,Manželé Stodolovi,"Cinemart, a.s.",CZE,2D,1,147,3057617,16038,,2,9105,53,3077072,16756,2024,9
4,,Kung Fu Panda 4,"Cinemart, a.s.",USA,2D,-1,61,1359967,7353,,,,,1359967,7353,2024,9
5,3,Jeden život,Vertical Entertainment s.r.o.,USA,2D,5,76,1320763,7303,-0.28,81,2468819,12870,14598359,78842,2024,9
6,4,Ptáci stěhováci,"Cinemart, a.s.",USA,2D,11,59,1276341,6922,-0.2721,70,2092783,11344,33960092,187987,2024,9
7,2,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,2,43,1210184,5648,-0.4273,88,2609507,13459,3819691,19389,2024,9
8,7,Wonka,Vertical Entertainment s.r.o.,USA,2D,12,60,878814.5,4968,-0.3298,75,1595715,9180,66370822.5,362689,2024,9
9,8,Jedeme na teambuilding,"Cinemart, a.s.",SVK,"2D, MP4",10,45,855714.5,4315,-0.2988,55,1542391,8039,50094578,259152,2024,9
10,9,Kočka a pes: Šílené dobrodružství,BONTONFILM a.s.,FRA,"2D, MP4",3,72,845397,4593,-0.3071,91,1415256,7840,4766342,27231,2024,9
11,6,Aristokratka ve varu,FALCON a.s.,CZE,"2D, MP4",7,68,716972,4599,-0.4752,112,1817173,11440,44005645.5,255457,2024,9
12,10,Max & Mája: Příběh lištiček,"DonArt production, s.r.o.",FRA,"2D, MP4",2,89,636300,3973,-0.4572,114,1313315,8072,1949615,12287,2024,9
13,12,S tebou nikdy,FALCON a.s.,USA,2D,8,24,486645,2221,-0.4313,27,1088700,5356,16142093,81849,2024,9
14,5,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,FALCON a.s.,JPN,2D,2,34,369801,1817,-0.7441,54,1718806,8409,2088607,10226,2024,9
15,14,Chudáčci,FALCON a.s.,USA,2D,6,18,320250,1694,-0.4405,28,807740,4359,8748346,48681,2024,9
16,17,Přání,FALCON a.s.,USA,"2D, 3D",14,35,319879,1768,-0.3141,37,525100,3035,24152713,153044,2024,9
17,15,Noemova archa,Bohemia Motion Pictures a.s.,BRA,"2D, MP4",4,54,272353,1817,-0.4957,75,576386,3766,4200147.75,27053,2024,9
18,18,Zóna zájmu,AEROFILMS s.r.o.,USA,"2D, MP4",3,24,262929,1506,-0.3973,56,692779,4323,2465794,15013,2024,9
19,22,Nerozlučná dvojka,"AQS, a.s. (divize BIOSCOP)",FRA,"2D, 3D, MP4",5,62,255399,1651,-0.3408,68,434851,2551,5675111,34152,2024,9
20,16,Bob Marley: One Love,"Cinemart, a.s.",USA,"2D, 2DA",3,25,219673,1059,-0.5564,76,670861,3463,2813804,15037,2024,9
1,18,Matka v trapu,FALCON a.s.,CZE,2D,1,220,10407820,61241,25.0871,29,504172,4841,11918583,71163,2024,8
2,,Hlasy mrtvých,BONTONFILM a.s.,GBR,2D,1,78,2113016,10957,,2,0,282,2113016,11239,2024,8
3,2,Jeden život,Vertical Entertainment s.r.o.,USA,2D,4,67,1834386,9329,-0.1857,90,3106998,16145,12643163,67998,2024,8
4,6,Ptáci stěhováci,"Cinemart, a.s.",USA,"2D, 4D2",10,66,1753292,9731,-0.0274,70,2306995,12544,32344260,179452,2024,8
5,,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,FALCON a.s.,JPN,"2D, IM2, 4D2",1,52,1444811,7074,,,,,1444811,7074,2024,8
6,3,Aristokratka ve varu,FALCON a.s.,CZE,"2D, MP4",6,90,1366055,8180,-0.3767,120,2993104,17106,42837555.5,247598,2024,8
7,8,Wonka,Vertical Entertainment s.r.o.,USA,"2D, 2DA",11,66,1311251,7339,-0.2358,78,2309519,12894,65207544,355880,2024,8
8,5,Jedeme na teambuilding,"Cinemart, a.s.",SVK,2D,9,42,1220241,5977,-0.3611,64,2469167,12617,48916713.5,252775,2024,8
9,4,Kočka a pes: Šílené dobrodružství,BONTONFILM a.s.,FRA,"2D, MP4",2,86,1219980,6799,-0.3898,145,2467033,14460,3725669,21597,2024,8
10,,Max & Mája: Příběh lištiček,"DonArt production, s.r.o.",FRA,"2D, MP4",1,113,1172151,7299,,1,0,242,1172151,7541,2024,8
11,1,Madam Web,FALCON a.s.,USA,"2D, IM2, 4D2, 2DA",2,84,1010073,4958,-0.6586,185,3581066,18094,5512466,27765,2024,8
12,10,S tebou nikdy,FALCON a.s.,USA,2D,7,24,855586,4182,-0.1721,30,1396349.5,7023,15422334,78454,2024,8
13,7,Franta mimozemšťan,"Cinemart, a.s.",CZE,2D,3,73,745969.5,3948,-0.5851,136,2246993,12143,8403828.75,47940,2024,8
14,14,Chudáčci,FALCON a.s.,USA,2D,5,24,572295,3187,-0.2396,46,1083699,6019,8192651,45815,2024,8
15,12,Noemova archa,Bohemia Motion Pictures a.s.,BRA,"2D, MP4",3,72,540026,3541,-0.2864,99,933899,5779,3891434.75,25011,2024,8
16,9,Bob Marley: One Love,"Cinemart, a.s.",USA,"2D, 2DA",2,63,495115,2579,-0.6467,171,1907659,10401,2418385,13094,2024,8
